G010Inzenjer gradjevinarstva                                                                                                                                        0
I7I0Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
I8I0Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
I9I0Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
I2  Industrijsko inzenjerstvo i menadzment                                          Diplomirani inzenjer menadzmenta                                                0
I10IInzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
I11IInzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II70Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II80Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II90Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II21Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II22Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II23Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II24Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II25Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II26Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II27Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II28Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
II29Inzenjerski menadzment                                                          Diplomirani inzenjer menadzmenta                                                0
BM50Energetski menadzment                                                           Diplomirani inzenjer menadzmenta - master                                       0
BBI1Industrijsko inzenjerstvo i inzenjerski menadzment                              Diplomirani inzenjer menadzmenta - master                                       0
BBI6Industrijsko inzenjerstvo i inzenjerski menadzment                              Diplomirani inzenjer menadzmenta - master                                       0
BBI7Industrijsko inzenjerstvo i inzenjerski menadzment                              Diplomirani inzenjer menadzmenta - master                                       0
XNITIndustrijsko inzenjerstvo - napredne inzenjerske tehnologije                    Diplomirani inzenjer menadzmenta - master                                       0
VOM1Primenjena matematika                                                           Diplomirani inzenjer primenjene matematike - master                             0
VV00Primenjena matematika                                                           Diplomirani inzenjer primenjene matematike - master                             0
S010Drumski saobracaj                                                               Diplomirani inzenjer saobracaja                                                 0
S020Vodni saobracaja                                                                Diplomirani inzenjer saobracaja                                                 0
S1  Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
S2  Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
S2D0Drumski i gradski saobracaj                                                     Diplomirani inzenjer saobracaja                                                 0
S2V0Vodni saobracaj                                                                 Diplomirani inzenjer saobracaja                                                 0
S3  Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
S3D0Drumski i gradski saobracaj                                                     Diplomirani inzenjer saobracaja                                                 0
S3V0Vodni saobracaj                                                                 Diplomirani inzenjer saobracaja                                                 0
S4  Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
SPS0Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
SS00Saobracaj i transport                                                           Diplomirani inzenjer saobracaja                                                 0
SS01Postanski saobracaj i telekomunikacije                                          Diplomirani inzenjer saobracaja                                                 0
SS20xxx                                                                             Diplomirani inzenjer saobracaja                                                 0
SS30xxx                                                                             Diplomirani inzenjer saobracaja                                                 0
SS40Zeleznicki saobracaj                                                            Diplomirani inzenjer saobracaja                                                 0
SS50Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
SS60Vodni saobracaj                                                                 Diplomirani inzenjer saobracaja                                                 0
SS70Postanski saobracaj i telekomunikacije                                          Diplomirani inzenjer saobracaja                                                 0
SSA0xxx                                                                             Diplomirani inzenjer saobracaja                                                 0
SSD0Drumski i gradski saobracaj                                                     Diplomirani inzenjer saobracaja                                                 0
SSP0Saobracaj                                                                       Diplomirani inzenjer saobracaja                                                 0
SSV0Vodni saobracaj                                                                 Diplomirani inzenjer saobracaja                                                 0
TS00Saobracaj                                                                       Diplomirani inzenjer saobracaja - master                                        0
TS01Saobracaj                                                                       Diplomirani inzenjer saobracaja - master                                        0
NN00Inzenjerstvo zastite zivotne sredine i zastite na radu                          Diplomirani inzenjer zastite zivotne sredine                                    0
MM23Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MM25Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MM30Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MAA0Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
MBB0Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
MP10Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MP11Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MP20Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MP21Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MP30Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MP31Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MPO0Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MPV0Proizvodno masinstvo                                                            Diplomirani masinski inzenjer                                                   0
MMA0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MMC0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME1Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME2Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME3Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME4Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MME5Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MMG0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MMH0Mehanizacija i konstrukcino masinstvo                                           Diplomirani masinski inzenjer                                                   0
MMK0Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MML0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
MMM0Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMM1Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMM2Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMN0Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMP0Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMT0Tehnicka mehanika                                                               Diplomirani masinski inzenjer                                                   0
MMT1Tehnicka mehanika                                                               Diplomirani masinski inzenjer                                                   0
MMV0Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer                                                   0
MMX0Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer                                                   0
M400Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M430Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M810Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M820Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M860Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M300Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M200Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M280Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M290Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M010Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M020Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M030Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M040Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M060Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M070Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M080Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M090Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M110Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M120Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M130Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M140Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M150Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M160Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M170Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M180Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
M190Masinstvo                                                                       Diplomirani masinski inzenjer                                                   0
DM20Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer - Master                                          0
DM23Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer - Master                                          0
DM25Mehanizacija i konstrukciono masinstvo                                          Diplomirani masinski inzenjer - Master                                          0
DM40Tehnicka mehanika                                                               Diplomirani masinski inzenjer - Master                                          0
DM60Energetika i procesna tehnika                                                   Diplomirani masinski inzenjer - Master                                          0
DP01Proizvodno masinstvo                                                            Diplomirani masinski inzenjer - Master                                          0
DP02Proizvodno masinstvo                                                            Diplomirani masinski inzenjer - Master                                          0
DP03Proizvodno masinstvo                                                            Diplomirani masinski inzenjer - Master                                          0
PRP0Arhitektura i urbanizam                                                         Dipolmirani inzenjer regionalne politike i razvoja - master                     0
S220Inzinjer saobraca                                                               Drumski saobracaj                                                               0
EE00Inzenjer elektrotehnike i racunarstva                                           Elektronika                                                                     0
EEL0Elektrotehnika i racunarstvo                                                    Elektrotehnika i racunarstvo                                                    0
EEO0Elektrotehnike i racunarstva                                                    Industrijska elektronika                                                        0
ESE0Inzenjer elektrotehnike i racunarstva                                           Industrijska energetika                                                         0
III0Industrijsko inzenjerstvo i menadzment                                          Industrijsko inzenjerstvo                                                       0
II10Industrijsko inzenjerstvo i menadzment                                          Industrijsko inzewnjerstvo i menadzment                                         0
II20Industrijsko inzenjerstvo i menadzment                                          Inzenjerski menadzment                                                          0
M890Nepoznat                                                                        Nepoznat                                                                        0
GKO0Nepoznat                                                                        Nepoznat                                                                        0
GIG0Nepoznat                                                                        Nepoznat                                                                        0
CE00Elektroenergetika                                                               Strukovni inzenjer elektroenergetike                                            0
QG00Gradjevinarstvo                                                                 Strukovni inzenjer gradjevinarstva                                              0
KS00Saobracaj i transport                                                           Strukovni inzenjer saobracaja                                                   0
M450xx                                                                              xx                                                                              0
M100xx                                                                              xx                                                                              0
M050xx                                                                              xx                                                                              0
E820xx                                                                              xx                                                                              0
E030xx                                                                              xx                                                                              0
EET0xxx                                                                             xxx                                                                             0
